,Affiliation,Year,Cpu,Cores,Nodes,Memory,Nets,Linpack,Peak,GRPperCapita,Num of Systems,Q1,Q2,Q3,Q4,Top10
113,МАИ,2010,Cpu: 4,Cores: 4,Nodes: 4,Memory: 3,Nets: 1,Linpack: 4,Peak: 4,GRPperCapita: 1,Num of Systems: 1,Q1: 3,Q2: 2,Q3: 2,Q4: 3,Top10: 3
114,МГУ,2010,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 2,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
115,МГУПС,2010,Cpu: 4,Cores: 3,Nodes: 4,Memory: 3,Nets: 1,Linpack: 3,Peak: 4,GRPperCapita: 1,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 3
116,МФТИ,2010,Cpu: 3,Cores: 3,Nodes: 2,Memory: 4,Nets: 4,Linpack: 3,Peak: 3,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
117,НГУ,2010,Cpu: 4,Cores: 3,Nodes: 4,Memory: 3,Nets: 1,Linpack: 3,Peak: 3,GRPperCapita: 4,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
118,ПНИПУ,2010,Cpu: 4,Cores: 3,Nodes: 4,Memory: 4,Nets: 3,Linpack: 4,Peak: 4,GRPperCapita: 3,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
119,СГАУ,2010,Cpu: 3,Cores: 2,Nodes: 3,Memory: 2,Nets: 3,Linpack: 2,Peak: 2,GRPperCapita: 3,Num of Systems: 1,Q1: 2,Q2: 3,Q3: 2,Q4: 2,Top10: 2
120,СФУ,2010,Cpu: 2,Cores: 2,Nodes: 2,Memory: 4,Nets: 3,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
121,ТГУ,2010,Cpu: 1,Cores: 2,Nodes: 1,Memory: 2,Nets: 3,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
122,ТГУ,2010,Cpu: 1,Cores: 2,Nodes: 1,Memory: 2,Nets: 3,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
123,УГАТУ,2010,Cpu: 2,Cores: 1,Nodes: 1,Memory: 1,Nets: 3,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 3,Q4: 3,Top10: 2
124,ФГУП НИИР,2010,Cpu: 2,Cores: 3,Nodes: 3,Memory: 1,Nets: 3,Linpack: 4,Peak: 4,GRPperCapita: 1,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
125,ЦИАМ им. П.И. Баранова,2010,Cpu: 4,Cores: 4,Nodes: 4,Memory: 2,Nets: 3,Linpack: 4,Peak: 4,GRPperCapita: 1,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 4,Q4: 4,Top10: 3
126,ЮУрГУ,2010,Cpu: 1,Cores: 1,Nodes: 2,Memory: 2,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 3,Num of Systems: 1,Q1: 3,Q2: 4,Q3: 3,Q4: 3,Top10: 3
127,ЮФУ,2010,Cpu: 1,Cores: 1,Nodes: 2,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
128,ВятГУ,2011,Cpu: 2,Cores: 3,Nodes: 2,Memory: 4,Nets: 2,Linpack: 3,Peak: 3,GRPperCapita: 4,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
129,ИММ УРО РАН,2011,Cpu: 3,Cores: 4,Nodes: 2,Memory: 3,Nets: 2,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 4,Q4: 3,Top10: 4
130,ИПМ им. М.В.Келдыша РАН,2011,Cpu: 4,Cores: 2,Nodes: 4,Memory: 2,Nets: 1,Linpack: 2,Peak: 1,GRPperCapita: 1,Num of Systems: 2,Q1: 3,Q2: 3,Q3: 3,Q4: 4,Top10: 3
131,Курчатовский институт,2011,Cpu: 1,Cores: 1,Nodes: 1,Memory: 2,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 2,Top10: 1
132,МГУ,2011,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
133,НГУ,2011,Cpu: 2,Cores: 2,Nodes: 2,Memory: 2,Nets: 4,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
134,ННГУ,2011,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 3,Linpack: 4,Peak: 4,GRPperCapita: 3,Num of Systems: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
135,СВФУ,2011,Cpu: 3,Cores: 2,Nodes: 3,Memory: 1,Nets: 2,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 1,Q1: 4,Q2: 3,Q3: 4,Q4: 4,Top10: 3
136,СГАУ,2011,Cpu: 3,Cores: 4,Nodes: 3,Memory: 4,Nets: 3,Linpack: 4,Peak: 4,GRPperCapita: 3,Num of Systems: 2,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
137,СПбГУ,2011,Cpu: 4,Cores: 2,Nodes: 4,Memory: 1,Nets: 2,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
138,СФУ,2011,Cpu: 3,Cores: 3,Nodes: 2,Memory: 4,Nets: 4,Linpack: 4,Peak: 4,GRPperCapita: 2,Num of Systems: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
139,ТГУ,2011,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 3,Linpack: 1,Peak: 2,GRPperCapita: 2,Num of Systems: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 1,Top10: 2
140,ТюмГУ,2011,Cpu: 4,Cores: 4,Nodes: 4,Memory: 3,Nets: 3,Linpack: 4,Peak: 4,GRPperCapita: 1,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
141,УГАТУ,2011,Cpu: 2,Cores: 3,Nodes: 1,Memory: 3,Nets: 4,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 2,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
142,ЮУрГУ,2011,Cpu: 1,Cores: 1,Nodes: 3,Memory: 3,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 4,Q3: 3,Q4: 3,Top10: 4
143,ЮФУ,2011,Cpu: 2,Cores: 3,Nodes: 3,Memory: 2,Nets: 2,Linpack: 3,Peak: 3,GRPperCapita: 4,Num of Systems: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
144,ВятГУ,2012,Cpu: 3,Cores: 4,Nodes: 2,Memory: 4,Nets: 2,Linpack: 4,Peak: 4,GRPperCapita: 4,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
145,ИВМиМГ СО РАН,2012,Cpu: 2,Cores: 2,Nodes: 1,Memory: 1,Nets: 2,Linpack: 1,Peak: 1,GRPperCapita: 3,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
146,ИДСТУ СО РАН,2012,Cpu: 4,Cores: 2,Nodes: 4,Memory: 2,Nets: 3,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 2,Q1: 3,Q2: 4,Q3: 4,Q4: 4,Top10: 3
147,ИПМ им. М.В.Келдыша РАН,2012,Cpu: 4,Cores: 2,Nodes: 4,Memory: 3,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 1,Num of Systems: 2,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
148,Курчатовский институт,2012,Cpu: 1,Cores: 1,Nodes: 1,Memory: 2,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 2,Top10: 1
149,МГУ,2012,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
150,МФТИ,2012,Cpu: 3,Cores: 4,Nodes: 3,Memory: 2,Nets: 3,Linpack: 2,Peak: 3,GRPperCapita: 2,Num of Systems: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
151,НГУ,2012,Cpu: 2,Cores: 2,Nodes: 2,Memory: 2,Nets: 2,Linpack: 3,Peak: 2,GRPperCapita: 3,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
152,ННГУ,2012,Cpu: 4,Cores: 3,Nodes: 4,Memory: 3,Nets: 3,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 1,Top10: 2
153,СВФУ,2012,Cpu: 3,Cores: 3,Nodes: 3,Memory: 1,Nets: 2,Linpack: 3,Peak: 3,GRPperCapita: 1,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
154,СПбГУ,2012,Cpu: 4,Cores: 4,Nodes: 4,Memory: 3,Nets: 3,Linpack: 3,Peak: 3,GRPperCapita: 2,Num of Systems: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
155,СФУ,2012,Cpu: 3,Cores: 4,Nodes: 2,Memory: 4,Nets: 4,Linpack: 4,Peak: 4,GRPperCapita: 2,Num of Systems: 2,Q1: 3,Q2: 3,Q3: 2,Q4: 3,Top10: 3
156,ТГУ,2012,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 3,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 2,Q1: 2,Q2: 2,Q3: 3,Q4: 2,Top10: 2
157,УГАТУ,2012,Cpu: 2,Cores: 3,Nodes: 2,Memory: 4,Nets: 4,Linpack: 4,Peak: 4,GRPperCapita: 3,Num of Systems: 2,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
158,ЮУрГУ,2012,Cpu: 1,Cores: 1,Nodes: 3,Memory: 4,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 4,Q2: 3,Q3: 3,Q4: 3,Top10: 4
159,ЮФУ,2012,Cpu: 2,Cores: 3,Nodes: 3,Memory: 3,Nets: 2,Linpack: 4,Peak: 4,GRPperCapita: 4,Num of Systems: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
160,ВятГУ,2013,Cpu: 2,Cores: 4,Nodes: 2,Memory: 4,Nets: 2,Linpack: 4,Peak: 4,GRPperCapita: 4,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
161,ИВМиМГ СО РАН,2013,Cpu: 1,Cores: 2,Nodes: 1,Memory: 1,Nets: 2,Linpack: 2,Peak: 1,GRPperCapita: 3,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 3
162,ИДСТУ СО РАН,2013,Cpu: 3,Cores: 2,Nodes: 3,Memory: 2,Nets: 3,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
163,ИММ УРО РАН,2013,Cpu: 4,Cores: 1,Nodes: 4,Memory: 3,Nets: 2,Linpack: 1,Peak: 1,GRPperCapita: 2,Num of Systems: 1,Q1: 4,Q2: 3,Q3: 3,Q4: 3,Top10: 4
164,ИПМ им. М.В.Келдыша РАН,2013,Cpu: 3,Cores: 2,Nodes: 3,Memory: 2,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 1,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 2,Q4: 3,Top10: 3
165,Курчатовский институт,2013,Cpu: 1,Cores: 1,Nodes: 1,Memory: 2,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 2,Q4: 2,Top10: 1
166,МГУ,2013,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
167,МФТИ,2013,Cpu: 3,Cores: 2,Nodes: 2,Memory: 1,Nets: 3,Linpack: 1,Peak: 2,GRPperCapita: 2,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
168,НГУ,2013,Cpu: 2,Cores: 3,Nodes: 2,Memory: 2,Nets: 3,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
169,ННГУ,2013,Cpu: 4,Cores: 3,Nodes: 4,Memory: 4,Nets: 3,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 1,Top10: 2
170,ПГНИУ,2013,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 1,Linpack: 4,Peak: 4,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 3,Q4: 3,Top10: 2
171,СВФУ,2013,Cpu: 3,Cores: 4,Nodes: 3,Memory: 1,Nets: 3,Linpack: 3,Peak: 4,GRPperCapita: 1,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 4,Q4: 4,Top10: 3
172,СПбГУ,2013,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 3,Linpack: 3,Peak: 3,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
173,ТГУ,2013,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 3,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 1,Q4: 2,Top10: 2
174,УГАТУ,2013,Cpu: 2,Cores: 3,Nodes: 1,Memory: 3,Nets: 4,Linpack: 4,Peak: 3,GRPperCapita: 3,Num of Systems: 1,Q1: 3,Q2: 4,Q3: 3,Q4: 3,Top10: 3
175,ЮУрГУ,2013,Cpu: 1,Cores: 1,Nodes: 2,Memory: 2,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 2,Top10: 4
176,ЮФУ,2013,Cpu: 2,Cores: 3,Nodes: 3,Memory: 3,Nets: 2,Linpack: 4,Peak: 4,GRPperCapita: 4,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
177,ИВМиМГ СО РАН,2014,Cpu: 2,Cores: 2,Nodes: 2,Memory: 2,Nets: 2,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 4,Q3: 4,Q4: 3,Top10: 4
178,ИДСТУ СО РАН,2014,Cpu: 3,Cores: 3,Nodes: 3,Memory: 3,Nets: 3,Linpack: 4,Peak: 4,GRPperCapita: 4,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
179,ИММ УРО РАН,2014,Cpu: 4,Cores: 2,Nodes: 4,Memory: 4,Nets: 2,Linpack: 2,Peak: 2,GRPperCapita: 3,Num of Systems: 2,Q1: 4,Q2: 3,Q3: 3,Q4: 3,Top10: 3
180,ИПА РАН,2014,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
181,ИПМ им. М.В.Келдыша РАН,2014,Cpu: 3,Cores: 3,Nodes: 3,Memory: 3,Nets: 2,Linpack: 3,Peak: 2,GRPperCapita: 1,Num of Systems: 2,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 4
182,Курчатовский институт,2014,Cpu: 1,Cores: 1,Nodes: 1,Memory: 3,Nets: 2,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
183,МГУ,2014,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
184,МИСиС,2014,Cpu: 3,Cores: 4,Nodes: 3,Memory: 4,Nets: 1,Linpack: 4,Peak: 4,GRPperCapita: 1,Num of Systems: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
185,МФТИ,2014,Cpu: 2,Cores: 3,Nodes: 2,Memory: 1,Nets: 3,Linpack: 2,Peak: 3,GRPperCapita: 3,Num of Systems: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
186,ННГУ,2014,Cpu: 2,Cores: 1,Nodes: 2,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
187,СВФУ,2014,Cpu: 2,Cores: 4,Nodes: 2,Memory: 2,Nets: 3,Linpack: 4,Peak: 4,GRPperCapita: 2,Num of Systems: 2,Q1: 2,Q2: 2,Q3: 3,Q4: 4,Top10: 2
188,СПбГУ,2014,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 3,Linpack: 4,Peak: 4,GRPperCapita: 2,Num of Systems: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
189,ТГУ,2014,Cpu: 1,Cores: 2,Nodes: 1,Memory: 1,Nets: 3,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
190,ФГУП ЦНИИ Крылова,2014,Cpu: 3,Cores: 2,Nodes: 3,Memory: 2,Nets: 3,Linpack: 3,Peak: 3,GRPperCapita: 2,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 3
191,ЮУрГУ,2014,Cpu: 1,Cores: 1,Nodes: 1,Memory: 2,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 2,Q4: 2,Top10: 3
192,ИВМиМГ СО РАН,2015,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 3,Linpack: 4,Peak: 3,GRPperCapita: 4,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 3,Q4: 4,Top10: 4
193,ИДСТУ СО РАН,2015,Cpu: 3,Cores: 3,Nodes: 3,Memory: 3,Nets: 3,Linpack: 4,Peak: 4,GRPperCapita: 4,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
194,ИММ УРО РАН,2015,Cpu: 4,Cores: 2,Nodes: 4,Memory: 4,Nets: 3,Linpack: 2,Peak: 2,GRPperCapita: 3,Num of Systems: 2,Q1: 3,Q2: 3,Q3: 4,Q4: 3,Top10: 3
195,ИПА РАН,2015,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 2,Linpack: 2,Peak: 3,GRPperCapita: 2,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
196,ИПМ им. М.В.Келдыша РАН,2015,Cpu: 4,Cores: 4,Nodes: 4,Memory: 3,Nets: 2,Linpack: 3,Peak: 2,GRPperCapita: 1,Num of Systems: 2,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
197,Курчатовский институт,2015,Cpu: 1,Cores: 2,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
198,МГУ,2015,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
199,МИСиС,2015,Cpu: 3,Cores: 4,Nodes: 3,Memory: 4,Nets: 2,Linpack: 4,Peak: 4,GRPperCapita: 1,Num of Systems: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 1,Top10: 2
200,МФТИ,2015,Cpu: 2,Cores: 3,Nodes: 2,Memory: 1,Nets: 3,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 2,Top10: 1
201,ННГУ,2015,Cpu: 2,Cores: 1,Nodes: 2,Memory: 2,Nets: 3,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
202,СПбГПУ,2015,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 2,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
203,ТГУ,2015,Cpu: 2,Cores: 2,Nodes: 1,Memory: 2,Nets: 3,Linpack: 3,Peak: 4,GRPperCapita: 3,Num of Systems: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
204,ФГУП ЦНИИ Крылова,2015,Cpu: 3,Cores: 3,Nodes: 3,Memory: 3,Nets: 3,Linpack: 4,Peak: 4,GRPperCapita: 2,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
205,ЮУрГУ,2015,Cpu: 1,Cores: 1,Nodes: 2,Memory: 2,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
206,ИВМиМГ СО РАН,2016,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 3,Linpack: 4,Peak: 4,GRPperCapita: 4,Num of Systems: 2,Q1: 3,Q2: 3,Q3: 4,Q4: 4,Top10: 3
207,ИММ УРО РАН,2016,Cpu: 4,Cores: 3,Nodes: 4,Memory: 4,Nets: 3,Linpack: 2,Peak: 2,GRPperCapita: 3,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 3,Q4: 3,Top10: 4
208,ИПА РАН,2016,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 2,Linpack: 3,Peak: 3,GRPperCapita: 2,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
209,ИПМ им. М.В.Келдыша РАН,2016,Cpu: 3,Cores: 4,Nodes: 3,Memory: 3,Nets: 2,Linpack: 4,Peak: 3,GRPperCapita: 1,Num of Systems: 2,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
210,Курчатовский институт,2016,Cpu: 1,Cores: 1,Nodes: 2,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
211,МГУ,2016,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 2,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
212,МФТИ,2016,Cpu: 2,Cores: 3,Nodes: 2,Memory: 2,Nets: 3,Linpack: 3,Peak: 4,GRPperCapita: 3,Num of Systems: 2,Q1: 1,Q2: 1,Q3: 2,Q4: 2,Top10: 1
213,ННГУ,2016,Cpu: 3,Cores: 2,Nodes: 3,Memory: 2,Nets: 3,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
214,СПбГПУ,2016,Cpu: 2,Cores: 2,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 1,Q4: 1,Top10: 2
215,ТГУ,2016,Cpu: 2,Cores: 2,Nodes: 1,Memory: 2,Nets: 3,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
216,ФГУП ЦНИИ Крылова,2016,Cpu: 3,Cores: 3,Nodes: 3,Memory: 3,Nets: 3,Linpack: 4,Peak: 4,GRPperCapita: 2,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
217,ЮУрГУ,2016,Cpu: 1,Cores: 1,Nodes: 2,Memory: 3,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
218,ВолгГТУ,2017,Cpu: 4,Cores: 3,Nodes: 4,Memory: 4,Nets: 3,Linpack: 4,Peak: 4,GRPperCapita: 4,Num of Systems: 2,Q1: 4,Q2: 3,Q3: 3,Q4: 2,Top10: 3
219,ИАПУ ДВО РАН,2017,Cpu: 4,Cores: 4,Nodes: 4,Memory: 2,Nets: 2,Linpack: 4,Peak: 4,GRPperCapita: 4,Num of Systems: 2,Q1: 3,Q2: 4,Q3: 4,Q4: 3,Top10: 3
220,ИВМиМГ СО РАН,2017,Cpu: 3,Cores: 3,Nodes: 3,Memory: 3,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 3,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 4,Q4: 4,Top10: 3
221,ИДСТУ СО РАН,2017,Cpu: 3,Cores: 3,Nodes: 3,Memory: 3,Nets: 4,Linpack: 3,Peak: 4,GRPperCapita: 3,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
222,ИММ УРО РАН,2017,Cpu: 3,Cores: 2,Nodes: 3,Memory: 4,Nets: 4,Linpack: 2,Peak: 2,GRPperCapita: 3,Num of Systems: 2,Q1: 3,Q2: 4,Q3: 3,Q4: 3,Top10: 4
223,ИПА РАН,2017,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 3,Linpack: 3,Peak: 3,GRPperCapita: 2,Num of Systems: 2,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
224,ИПМ им. М.В.Келдыша РАН,2017,Cpu: 3,Cores: 3,Nodes: 3,Memory: 3,Nets: 3,Linpack: 4,Peak: 3,GRPperCapita: 1,Num of Systems: 2,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
225,Курчатовский институт,2017,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
226,МГУ,2017,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 2,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
